19 	 19903 	 1.00
21 	 377 	 1.00
8 	 6664 	 1.00
12 	 5830 	 1.00
14 	 14276 	 1.00
16 	 19491 	 1.00
5 	 19416 	 1.00
11 	 8413 	 1.00
3 	 13431 	 1.00
18 	 7933 	 1.00
1 	 3222 	 1.00
3 	 4820 	 1.00
20 	 8041 	 1.00
19 	 11127 	 1.00
21 	 13933 	 1.00
16 	 9869 	 1.00
7 	 7223 	 1.00
18 	 10011 	 1.00
4 	 9768 	 1.00
11 	 11631 	 1.00
7 	 4021 	 1.00
5 	 7535 	 1.00
10 	 838 	 1.00
9 	 12831 	 1.00
21 	 16024 	 1.00
12 	 2286 	 1.00
7 	 11568 	 1.00
16 	 6380 	 1.00
5 	 11728 	 1.00
1 	 10040 	 1.00
12 	 15919 	 1.00
14 	 306 	 1.00
12 	 14719 	 1.00
19 	 14703 	 1.00
17 	 6363 	 1.00
4 	 5348 	 1.00
6 	 9735 	 1.00
19 	 18756 	 1.00
8 	 13752 	 1.00
12 	 5540 	 1.00
3 	 7855 	 1.00
9 	 15434 	 1.00
6 	 6857 	 1.00
1 	 8690 	 1.00
12 	 4690 	 1.00
13 	 10783 	 1.00
3 	 19275 	 1.00
9 	 10000 	 1.00
18 	 11468 	 1.00
5 	 2279 	 1.00
15 	 864 	 1.00
21 	 15861 	 1.00
16 	 11780 	 1.00
15 	 19518 	 1.00
14 	 13694 	 1.00
11 	 19955 	 1.00
6 	 9865 	 1.00
13 	 13093 	 1.00
18 	 4010 	 1.00
9 	 15850 	 1.00
9 	 1323 	 1.00
1 	 3386 	 1.00
5 	 9132 	 1.00
8 	 1073 	 1.00
18 	 14518 	 1.00
12 	 16135 	 1.00
3 	 8856 	 1.00
19 	 18333 	 1.00
10 	 9874 	 1.00
18 	 6365 	 1.00
17 	 18042 	 1.00
20 	 11800 	 1.00
12 	 4645 	 1.00
18 	 13757 	 1.00
16 	 14192 	 1.00
9 	 18266 	 1.00
19 	 716 	 1.00
4 	 17068 	 1.00
8 	 9419 	 1.00
7 	 19212 	 1.00
14 	 15669 	 1.00
9 	 6164 	 1.00
2 	 16465 	 1.00
1 	 15115 	 1.00
4 	 12040 	 1.00
3 	 16853 	 1.00
4 	 5510 	 1.00
4 	 7862 	 1.00
1 	 15330 	 1.00
18 	 16512 	 1.00
9 	 19787 	 1.00
1 	 2728 	 1.00
11 	 16569 	 1.00
19 	 1827 	 1.00
19 	 5619 	 1.00
17 	 11291 	 1.00
11 	 16102 	 1.00
7 	 5903 	 1.00
19 	 15371 	 1.00
18 	 5689 	 1.00
3 	 12407 	 1.00
5 	 753 	 1.00
20 	 2949 	 1.00
1 	 3460 	 1.00
18 	 7996 	 1.00
2 	 5996 	 1.00
16 	 16442 	 1.00
1 	 13152 	 1.00
11 	 18000 	 1.00
18 	 4958 	 1.00
11 	 1109 	 1.00
11 	 5819 	 1.00
19 	 9959 	 1.00
5 	 5605 	 1.00
3 	 10466 	 1.00
16 	 9423 	 1.00
20 	 16567 	 1.00
4 	 1369 	 1.00
15 	 8757 	 1.00
7 	 12034 	 1.00
17 	 8901 	 1.00
21 	 7162 	 1.00
4 	 15099 	 1.00
13 	 9494 	 1.00
9 	 9456 	 1.00
8 	 11145 	 1.00
12 	 17617 	 1.00
18 	 16531 	 1.00
11 	 2931 	 1.00
9 	 1939 	 1.00
19 	 7332 	 1.00
13 	 12052 	 1.00
1 	 3629 	 1.00
4 	 9446 	 1.00
11 	 7008 	 1.00
5 	 1729 	 1.00
17 	 5934 	 1.00
17 	 12120 	 1.00
3 	 10205 	 1.00
4 	 12767 	 1.00
9 	 4870 	 1.00
8 	 9799 	 1.00
11 	 5396 	 1.00
8 	 3792 	 1.00
4 	 8826 	 1.00
2 	 16582 	 1.00
13 	 9573 	 1.00
20 	 12573 	 1.00
16 	 12407 	 1.00
6 	 10712 	 1.00
15 	 14483 	 1.00
10 	 5689 	 1.00
21 	 13785 	 1.00
20 	 6096 	 1.00
21 	 1266 	 1.00
7 	 18191 	 1.00
13 	 14725 	 1.00
7 	 5417 	 1.00
20 	 14406 	 1.00
10 	 11899 	 1.00
15 	 15873 	 1.00
6 	 16311 	 1.00
9 	 14261 	 1.00
10 	 17304 	 1.00
5 	 11225 	 1.00
17 	 850 	 1.00
8 	 17528 	 1.00
18 	 6598 	 1.00
7 	 19873 	 1.00
13 	 3650 	 1.00
6 	 7059 	 1.00
6 	 8377 	 1.00
12 	 8985 	 1.00
7 	 5695 	 1.00
9 	 16430 	 1.00
11 	 10096 	 1.00
12 	 938 	 1.00
7 	 10355 	 1.00
1 	 7620 	 1.00
15 	 12615 	 1.00
19 	 7032 	 1.00
19 	 5223 	 1.00
7 	 17181 	 1.00
3 	 16801 	 1.00
16 	 10449 	 1.00
19 	 2684 	 1.00
16 	 705 	 1.00
17 	 6032 	 1.00
14 	 372 	 1.00
19 	 6259 	 1.00
13 	 3192 	 1.00
19 	 899 	 1.00
21 	 7920 	 1.00
9 	 8880 	 1.00
9 	 18194 	 1.00
16 	 17904 	 1.00
12 	 16032 	 1.00
11 	 19845 	 1.00
10 	 4938 	 1.00
15 	 12266 	 1.00
19 	 16930 	 1.00
2 	 13222 	 1.00
12 	 2555 	 1.00
20 	 10966 	 1.00
3 	 16096 	 1.00
6 	 6217 	 1.00
19 	 12005 	 1.00
6 	 17878 	 1.00
9 	 3901 	 1.00
20 	 13046 	 1.00
14 	 10353 	 1.00
2 	 11627 	 1.00
9 	 12730 	 1.00
17 	 7285 	 1.00
5 	 3056 	 1.00
2 	 10329 	 1.00
19 	 2841 	 1.00
21 	 776 	 1.00
2 	 466 	 1.00
17 	 19757 	 1.00
2 	 1062 	 1.00
17 	 5853 	 1.00
21 	 10135 	 1.00
1 	 16369 	 1.00
3 	 4343 	 1.00
2 	 18878 	 1.00
1 	 10958 	 1.00
19 	 18128 	 1.00
13 	 14264 	 1.00
4 	 14466 	 1.00
17 	 6275 	 1.00
21 	 1715 	 1.00
17 	 13945 	 1.00
9 	 7546 	 1.00
17 	 9001 	 1.00
20 	 5039 	 1.00
2 	 12228 	 1.00
5 	 17116 	 1.00
2 	 13533 	 1.00
21 	 9511 	 1.00
17 	 9060 	 1.00
19 	 1117 	 1.00
16 	 4815 	 1.00
5 	 7920 	 1.00
6 	 18469 	 1.00
4 	 2572 	 1.00
4 	 12486 	 1.00
17 	 13349 	 1.00
19 	 9982 	 1.00
21 	 11953 	 1.00
17 	 11551 	 1.00
9 	 15002 	 1.00
16 	 18220 	 1.00
18 	 10354 	 1.00
4 	 1537 	 1.00
2 	 11013 	 1.00
21 	 8018 	 1.00
3 	 8615 	 1.00
19 	 19145 	 1.00
10 	 6206 	 1.00
2 	 4879 	 1.00
20 	 10551 	 1.00
21 	 5188 	 1.00
3 	 3978 	 1.00
9 	 18161 	 1.00
17 	 6528 	 1.00
21 	 2102 	 1.00
15 	 13875 	 1.00
3 	 19387 	 1.00
8 	 7320 	 1.00
13 	 4336 	 1.00
10 	 11105 	 1.00
10 	 1830 	 1.00
10 	 1554 	 1.00
18 	 5013 	 1.00
8 	 18769 	 1.00
2 	 12962 	 1.00
8 	 2083 	 1.00
9 	 3737 	 1.00
8 	 9593 	 1.00
2 	 10434 	 1.00
2 	 15570 	 1.00
13 	 10252 	 1.00
4 	 2440 	 1.00
18 	 12069 	 1.00
1 	 9238 	 1.00
7 	 19218 	 1.00
4 	 4458 	 1.00
17 	 3353 	 1.00
20 	 18640 	 1.00
8 	 19056 	 1.00
2 	 16586 	 1.00
3 	 1433 	 1.00
2 	 11051 	 1.00
19 	 11160 	 1.00
21 	 829 	 1.00
8 	 3072 	 1.00
19 	 5560 	 1.00
5 	 11297 	 1.00
2 	 16217 	 1.00
20 	 11302 	 1.00
9 	 9716 	 1.00
5 	 16972 	 1.00
12 	 14258 	 1.00
14 	 5419 	 1.00
7 	 14302 	 1.00
1 	 2612 	 1.00
2 	 4517 	 1.00
15 	 11999 	 1.00
2 	 919 	 1.00
13 	 8557 	 1.00
19 	 16443 	 1.00
12 	 14959 	 1.00
21 	 11908 	 1.00
6 	 9273 	 1.00
3 	 7116 	 1.00
8 	 4046 	 1.00
14 	 9009 	 1.00
6 	 18561 	 1.00
9 	 9419 	 1.00
10 	 8170 	 1.00
21 	 19069 	 1.00
13 	 6754 	 1.00
3 	 3410 	 1.00
3 	 13102 	 1.00
6 	 8539 	 1.00
9 	 16740 	 1.00
3 	 3011 	 1.00
7 	 16857 	 1.00
12 	 3162 	 1.00
12 	 3109 	 1.00
6 	 7731 	 1.00
19 	 13527 	 1.00
7 	 10229 	 1.00
16 	 19167 	 1.00
18 	 681 	 1.00
14 	 591 	 1.00
10 	 9604 	 1.00
11 	 4669 	 1.00
13 	 12080 	 1.00
14 	 11943 	 1.00
19 	 1283 	 1.00
20 	 2586 	 1.00
18 	 4087 	 1.00
10 	 4281 	 1.00
9 	 14635 	 1.00
2 	 17460 	 1.00
4 	 18792 	 1.00
21 	 14264 	 1.00
7 	 10187 	 1.00
19 	 18621 	 1.00
10 	 17882 	 1.00
11 	 11157 	 1.00
16 	 14440 	 1.00
13 	 3164 	 1.00
16 	 1181 	 1.00
14 	 2517 	 1.00
19 	 7288 	 1.00
15 	 18453 	 1.00
19 	 19785 	 1.00
12 	 4135 	 1.00
21 	 19967 	 1.00
6 	 11938 	 1.00
5 	 3789 	 1.00
1 	 12714 	 1.00
17 	 19414 	 1.00
14 	 13242 	 1.00
21 	 11013 	 1.00
6 	 11616 	 1.00
11 	 14555 	 1.00
18 	 8184 	 1.00
11 	 11746 	 1.00
4 	 11892 	 1.00
5 	 10862 	 1.00
17 	 749 	 1.00
20 	 1895 	 1.00
8 	 18115 	 1.00
12 	 17477 	 1.00
12 	 14551 	 1.00
18 	 13110 	 1.00
6 	 11506 	 1.00
2 	 17993 	 1.00
2 	 12499 	 1.00
9 	 2046 	 1.00
3 	 18619 	 1.00
3 	 17947 	 1.00
15 	 9201 	 1.00
20 	 9874 	 1.00
1 	 19224 	 1.00
17 	 9790 	 1.00
4 	 10145 	 1.00
19 	 8056 	 1.00
10 	 8893 	 1.00
18 	 3432 	 1.00
20 	 6744 	 1.00
18 	 4351 	 1.00
9 	 6181 	 1.00
13 	 15815 	 1.00
6 	 5823 	 1.00
7 	 1101 	 1.00
5 	 7176 	 1.00
8 	 2813 	 1.00
8 	 9337 	 1.00
5 	 5094 	 1.00
19 	 560 	 1.00
10 	 15868 	 1.00
18 	 19590 	 1.00
20 	 14602 	 1.00
13 	 16535 	 1.00
7 	 16632 	 1.00
19 	 4380 	 1.00
18 	 12272 	 1.00
2 	 19424 	 1.00
16 	 5056 	 1.00
7 	 17814 	 1.00
5 	 2372 	 1.00
16 	 5016 	 1.00
9 	 9479 	 1.00
6 	 11881 	 1.00
4 	 18065 	 1.00
17 	 7739 	 1.00
11 	 2971 	 1.00
14 	 5128 	 1.00
14 	 3457 	 1.00
18 	 15325 	 1.00
2 	 12451 	 1.00
4 	 10406 	 1.00
14 	 10350 	 1.00
14 	 8447 	 1.00
12 	 11143 	 1.00
2 	 19365 	 1.00
7 	 4641 	 1.00
16 	 7291 	 1.00
13 	 5100 	 1.00
4 	 3420 	 1.00
11 	 3397 	 1.00
4 	 7065 	 1.00
14 	 4528 	 1.00
5 	 12727 	 1.00
12 	 2539 	 1.00
16 	 18539 	 1.00
9 	 11945 	 1.00
4 	 14280 	 1.00
20 	 12305 	 1.00
21 	 17333 	 1.00
17 	 3516 	 1.00
20 	 3181 	 1.00
19 	 7468 	 1.00
10 	 15412 	 1.00
15 	 5917 	 1.00
12 	 11040 	 1.00
2 	 7350 	 1.00
4 	 13819 	 1.00
21 	 6744 	 1.00
9 	 820 	 1.00
19 	 637 	 1.00
17 	 556 	 1.00
15 	 7041 	 1.00
12 	 9177 	 1.00
3 	 1746 	 1.00
9 	 10941 	 1.00
5 	 5424 	 1.00
2 	 11977 	 1.00
8 	 6286 	 1.00
4 	 10066 	 1.00
2 	 15428 	 1.00
16 	 16616 	 1.00
6 	 3687 	 1.00
9 	 8139 	 1.00
10 	 4185 	 1.00
14 	 6463 	 1.00
3 	 5369 	 1.00
4 	 4870 	 1.00
13 	 12542 	 1.00
2 	 10048 	 1.00
16 	 18793 	 1.00
20 	 9592 	 1.00
17 	 2960 	 1.00
6 	 15095 	 1.00
19 	 6050 	 1.00
19 	 13249 	 1.00
17 	 15914 	 1.00
4 	 3150 	 1.00
9 	 10062 	 1.00
13 	 2773 	 1.00
10 	 6309 	 1.00
16 	 16597 	 1.00
19 	 5424 	 1.00
6 	 3290 	 1.00
3 	 2879 	 1.00
7 	 19038 	 1.00
5 	 11992 	 1.00
9 	 17969 	 1.00
19 	 18035 	 1.00
16 	 5029 	 1.00
4 	 12075 	 1.00
13 	 10772 	 1.00
16 	 9555 	 1.00
7 	 14164 	 1.00
12 	 7046 	 1.00
7 	 9094 	 1.00
18 	 3986 	 1.00
20 	 2810 	 1.00
14 	 725 	 1.00
17 	 8492 	 1.00
13 	 3141 	 1.00
8 	 8237 	 1.00
6 	 18839 	 1.00
6 	 4521 	 1.00
18 	 4895 	 1.00
13 	 533 	 1.00
9 	 3212 	 1.00
13 	 15490 	 1.00
14 	 4714 	 1.00
2 	 4667 	 1.00
21 	 14283 	 1.00
4 	 6035 	 1.00
5 	 8623 	 1.00
5 	 19790 	 1.00
1 	 6678 	 1.00
20 	 7616 	 1.00
12 	 17483 	 1.00
5 	 9246 	 1.00
4 	 17438 	 1.00
20 	 5635 	 1.00
9 	 769 	 1.00
5 	 6143 	 1.00
16 	 3141 	 1.00
16 	 12008 	 1.00
4 	 3778 	 1.00
13 	 17498 	 1.00
4 	 6536 	 1.00
4 	 6128 	 1.00
8 	 15283 	 1.00
13 	 4953 	 1.00
21 	 4807 	 1.00
17 	 16326 	 1.00
1 	 18277 	 1.00
7 	 1356 	 1.00
16 	 2025 	 1.00
3 	 12947 	 1.00
10 	 9379 	 1.00
3 	 6550 	 1.00
14 	 9196 	 1.00
1 	 6172 	 1.00
18 	 4551 	 1.00
6 	 9607 	 1.00
10 	 10027 	 1.00
6 	 952 	 1.00
14 	 3747 	 1.00
19 	 7056 	 1.00
21 	 17220 	 1.00
17 	 14116 	 1.00
13 	 9097 	 1.00
13 	 9534 	 1.00
2 	 13706 	 1.00
14 	 18377 	 1.00
4 	 10334 	 1.00
5 	 15036 	 1.00
18 	 1429 	 1.00
18 	 10247 	 1.00
5 	 14997 	 1.00
1 	 7452 	 1.00
12 	 17087 	 1.00
4 	 11353 	 1.00
15 	 17857 	 1.00
13 	 2711 	 1.00
19 	 2312 	 1.00
21 	 6937 	 1.00
21 	 241 	 1.00
5 	 14772 	 1.00
13 	 8276 	 1.00
13 	 16238 	 1.00
11 	 3726 	 1.00
20 	 16597 	 1.00
6 	 2794 	 1.00
4 	 10759 	 1.00
15 	 480 	 1.00
10 	 12248 	 1.00
10 	 14040 	 1.00
13 	 7721 	 1.00
7 	 18221 	 1.00
16 	 16472 	 1.00
10 	 8951 	 1.00
7 	 15667 	 1.00
1 	 6608 	 1.00
1 	 5396 	 1.00
2 	 4542 	 1.00
4 	 12035 	 1.00
9 	 5103 	 1.00
14 	 9375 	 1.00
7 	 3052 	 1.00
20 	 5157 	 1.00
19 	 7317 	 1.00
7 	 4559 	 1.00
11 	 1747 	 1.00
15 	 14161 	 1.00
7 	 6646 	 1.00
7 	 14615 	 1.00
18 	 2484 	 1.00
8 	 5956 	 1.00
8 	 15293 	 1.00
15 	 14979 	 1.00
17 	 4394 	 1.00
20 	 17370 	 1.00
10 	 6745 	 1.00
19 	 18297 	 1.00
4 	 12790 	 1.00
5 	 1175 	 1.00
17 	 18646 	 1.00
17 	 11005 	 1.00
20 	 10931 	 1.00
6 	 17009 	 1.00
13 	 17642 	 1.00
13 	 14781 	 1.00
3 	 14027 	 1.00
4 	 1922 	 1.00
18 	 6896 	 1.00
9 	 1287 	 1.00
1 	 2917 	 1.00
21 	 11632 	 1.00
5 	 10152 	 1.00
21 	 14213 	 1.00
17 	 9568 	 1.00
7 	 13161 	 1.00
7 	 8305 	 1.00
1 	 10401 	 1.00
12 	 12618 	 1.00
9 	 3021 	 1.00
12 	 7096 	 1.00
17 	 11883 	 1.00
19 	 18800 	 1.00
3 	 4535 	 1.00
8 	 15194 	 1.00
8 	 16295 	 1.00
9 	 11440 	 1.00
14 	 18780 	 1.00
16 	 5331 	 1.00
12 	 15504 	 1.00
19 	 533 	 1.00
7 	 11023 	 1.00
7 	 12578 	 1.00
19 	 1764 	 1.00
3 	 15071 	 1.00
18 	 15616 	 1.00
11 	 743 	 1.00
15 	 4338 	 1.00
1 	 6137 	 1.00
11 	 2925 	 1.00
5 	 7227 	 1.00
7 	 2649 	 1.00
20 	 1450 	 1.00
15 	 13502 	 1.00
13 	 16505 	 1.00
4 	 7169 	 1.00
14 	 5557 	 1.00
1 	 13969 	 1.00
8 	 4681 	 1.00
10 	 4647 	 1.00
18 	 5208 	 1.00
20 	 6149 	 1.00
8 	 13023 	 1.00
8 	 3345 	 1.00
8 	 12497 	 1.00
21 	 17096 	 1.00
16 	 5842 	 1.00
21 	 13601 	 1.00
7 	 17327 	 1.00
3 	 19551 	 1.00
16 	 2972 	 1.00
9 	 10369 	 1.00
17 	 8967 	 1.00
4 	 2171 	 1.00
3 	 8322 	 1.00
21 	 7999 	 1.00
11 	 16447 	 1.00
10 	 8673 	 1.00
9 	 2843 	 1.00
14 	 10611 	 1.00
1 	 12137 	 1.00
15 	 14270 	 1.00
4 	 9145 	 1.00
8 	 2717 	 1.00
5 	 18095 	 1.00
6 	 4536 	 1.00
12 	 6425 	 1.00
15 	 16034 	 1.00
7 	 13538 	 1.00
10 	 14896 	 1.00
21 	 17088 	 1.00
7 	 12048 	 1.00
18 	 2955 	 1.00
4 	 3064 	 1.00
21 	 8401 	 1.00
6 	 4853 	 1.00
12 	 8412 	 1.00
14 	 18220 	 1.00
4 	 709 	 1.00
1 	 9426 	 1.00
1 	 12466 	 1.00
5 	 15600 	 1.00
17 	 1729 	 1.00
4 	 6588 	 1.00
4 	 918 	 1.00
18 	 15635 	 1.00
8 	 13977 	 1.00
11 	 16636 	 1.00
20 	 814 	 1.00
6 	 2387 	 1.00
10 	 8964 	 1.00
17 	 9112 	 1.00
11 	 10685 	 1.00
5 	 12393 	 1.00
2 	 3609 	 1.00
1 	 11879 	 1.00
9 	 1786 	 1.00
21 	 6727 	 1.00
19 	 15187 	 1.00
6 	 18509 	 1.00
18 	 9106 	 1.00
5 	 228 	 1.00
3 	 15928 	 1.00
12 	 16459 	 1.00
11 	 13335 	 1.00
21 	 14865 	 1.00
16 	 7177 	 1.00
12 	 4945 	 1.00
18 	 17748 	 1.00
6 	 1934 	 1.00
19 	 9916 	 1.00
20 	 1598 	 1.00
6 	 15277 	 1.00
8 	 2903 	 1.00
4 	 10129 	 1.00
16 	 4518 	 1.00
15 	 17866 	 1.00
7 	 6586 	 1.00
17 	 14570 	 1.00
8 	 18082 	 1.00
9 	 15857 	 1.00
1 	 1721 	 1.00
10 	 9052 	 1.00
3 	 16996 	 1.00
8 	 3140 	 1.00
10 	 6974 	 1.00
18 	 13586 	 1.00
14 	 13782 	 1.00
9 	 4153 	 1.00
10 	 6006 	 1.00
5 	 18986 	 1.00
9 	 12027 	 1.00
14 	 18662 	 1.00
2 	 5537 	 1.00
2 	 6844 	 1.00
17 	 13235 	 1.00
1 	 8105 	 1.00
1 	 14684 	 1.00
19 	 10233 	 1.00
12 	 13104 	 1.00
21 	 18175 	 1.00
21 	 5173 	 1.00
5 	 9748 	 1.00
1 	 10119 	 1.00
12 	 18781 	 1.00
17 	 5792 	 1.00
17 	 5558 	 1.00
7 	 6348 	 1.00
16 	 2409 	 1.00
3 	 432 	 1.00
8 	 694 	 1.00
12 	 12435 	 1.00
20 	 18594 	 1.00
